,area_type,availability,location,total_sqft,bath,price,bhk
8386,Super built-up  Area,Ready To Move,Other,1839.0,3.0,130.0,3
8388,Super built-up  Area,Ready To Move,Other,625.0,1.0,27.0,1
8389,Super built-up  Area,Ready To Move,Other,2289.0,3.0,180.0,3
8390,Built-up  Area,Ready To Move,Other,2316.0,3.0,125.0,3
8393,Plot  Area,Ready To Move,Other,1200.0,2.0,73.0,2
8396,Super built-up  Area,Ready To Move,Other,1005.0,2.0,55.0,2
8397,Built-up  Area,Available Soon,Other,1626.6,3.0,133.0,3
8399,Carpet  Area,Ready To Move,Other,1230.0,2.0,80.0,2
8401,Super built-up  Area,Ready To Move,Other,1100.0,2.0,60.0,2
8402,Plot  Area,Ready To Move,Other,1348.0,2.0,100.0,2
8403,Super built-up  Area,Ready To Move,Other,1230.0,2.0,66.25,2
8406,Built-up  Area,Ready To Move,Other,1200.0,2.0,78.0,2
8410,Super built-up  Area,Ready To Move,Other,1819.0,3.0,150.0,3
8411,Super built-up  Area,Ready To Move,Other,1205.0,2.0,85.0,2
8415,Super built-up  Area,Ready To Move,Other,1221.0,3.0,70.0,3
8416,Super built-up  Area,Ready To Move,Other,4303.0,5.0,300.0,4
8417,Super built-up  Area,Ready To Move,Other,1315.0,2.0,85.0,2
8418,Super built-up  Area,Ready To Move,Other,1250.0,2.0,68.0,2
8420,Super built-up  Area,Ready To Move,Other,1600.0,2.0,110.0,3
8425,Plot  Area,Ready To Move,Other,5000.0,4.0,536.0,4
8427,Super built-up  Area,Ready To Move,Other,1182.0,2.0,60.1,3
8429,Super built-up  Area,Ready To Move,Other,2000.0,3.0,125.0,3
8430,Built-up  Area,Available Soon,Other,1940.0,4.0,116.0,3
8431,Super built-up  Area,Available Soon,Other,1590.0,3.0,105.0,3
8432,Super built-up  Area,Available Soon,Other,1035.0,2.0,52.79,2
8434,Plot  Area,Ready To Move,Other,900.0,2.0,55.0,2
8436,Super built-up  Area,Ready To Move,Other,1080.0,2.0,65.0,3
8440,Super built-up  Area,Available Soon,Other,1330.0,2.0,93.65,2
8441,Super built-up  Area,Ready To Move,Other,1210.0,2.0,65.0,3
8444,Super built-up  Area,Ready To Move,Other,1935.0,4.0,125.0,3
8445,Super built-up  Area,Ready To Move,Other,1410.0,3.0,90.0,3
8446,Super built-up  Area,Ready To Move,Other,1469.0,2.0,99.14,2
8448,Super built-up  Area,Ready To Move,Other,1460.0,2.0,87.0,3
8449,Super built-up  Area,Available Soon,Other,1260.0,2.0,85.05,3
8451,Super built-up  Area,Ready To Move,Other,980.0,2.0,57.0,2
8452,Built-up  Area,Ready To Move,Other,1164.0,2.0,75.0,2
8453,Super built-up  Area,Ready To Move,Other,929.0,1.0,51.0,2
8454,Built-up  Area,Ready To Move,Other,1065.0,2.0,70.0,2
8456,Super built-up  Area,Ready To Move,Other,3000.0,3.0,265.0,3
8458,Super built-up  Area,Ready To Move,Other,672.0,1.0,36.85,1
8459,Super built-up  Area,Ready To Move,Other,1746.0,3.0,115.0,3
8461,Super built-up  Area,Ready To Move,Other,1200.0,2.0,120.0,3
8462,Super built-up  Area,Ready To Move,Other,1250.0,2.0,65.0,2
8463,Super built-up  Area,Available Soon,Other,1170.0,2.0,85.0,2
8464,Super built-up  Area,Ready To Move,Other,1800.0,3.0,150.0,3
8466,Super built-up  Area,Ready To Move,Other,2507.0,4.0,155.0,4
8468,Super built-up  Area,Ready To Move,Other,1290.0,2.0,69.0,2
8472,Super built-up  Area,Available Soon,Other,1012.0,2.0,70.0,2
8474,Super built-up  Area,Ready To Move,Other,1765.0,3.0,118.0,3
8478,Super built-up  Area,Ready To Move,Other,1518.0,3.0,80.0,3
8484,Super built-up  Area,Ready To Move,Other,2098.0,3.0,210.0,3
8486,Built-up  Area,Ready To Move,Other,1190.0,2.0,61.8,2
8487,Super built-up  Area,Ready To Move,Other,1800.0,3.0,192.0,3
8489,Super built-up  Area,Ready To Move,Other,1700.0,3.0,120.0,3
8491,Super built-up  Area,Available Soon,Other,509.0,1.0,20.0,1
8492,Super built-up  Area,Ready To Move,Other,1852.0,4.0,122.0,3
8494,Super built-up  Area,Ready To Move,Other,3535.0,4.0,215.0,4
8497,Super built-up  Area,Ready To Move,Other,1436.0,2.0,75.0,3
8500,Super built-up  Area,Available Soon,Other,645.0,1.0,55.0,1
8501,Carpet  Area,Ready To Move,Other,2050.0,3.0,135.0,3
8502,Plot  Area,Ready To Move,Other,2100.0,1.0,200.0,2
8503,Super built-up  Area,Available Soon,Other,1255.0,3.0,77.68,3
8504,Super built-up  Area,Ready To Move,Other,2376.0,3.0,240.0,3
8513,Super built-up  Area,Available Soon,Other,2470.0,5.0,192.0,4
8514,Super built-up  Area,Ready To Move,Other,1100.0,2.0,60.0,2
8515,Super built-up  Area,Ready To Move,Other,1250.0,2.0,65.0,2
8517,Super built-up  Area,Ready To Move,Other,1600.0,3.0,100.0,3
8519,Super built-up  Area,Ready To Move,Other,1945.0,3.0,115.0,3
8524,Super built-up  Area,Ready To Move,Other,1880.0,3.0,110.0,3
8526,Super built-up  Area,Ready To Move,Other,2041.0,3.0,138.0,3
8529,Super built-up  Area,Ready To Move,Other,1184.0,2.0,62.0,2
8530,Built-up  Area,Ready To Move,Other,3500.0,4.0,320.0,4
8533,Super built-up  Area,Ready To Move,Other,1515.0,2.0,135.0,3
8535,Super built-up  Area,Ready To Move,Other,1107.0,2.0,57.0,2
8536,Super built-up  Area,Ready To Move,Other,1720.0,3.0,106.0,3
8537,Super built-up  Area,Ready To Move,Other,1540.0,3.0,150.0,3
8539,Built-up  Area,Ready To Move,Other,3200.0,4.0,270.0,4
8542,Super built-up  Area,Ready To Move,Other,1584.01,3.0,104.0,3
8545,Built-up  Area,Ready To Move,Other,1100.0,2.0,78.0,3
8547,Built-up  Area,Available Soon,Other,1880.0,4.0,154.0,4
8549,Super built-up  Area,Available Soon,Other,1640.0,3.0,105.0,3
8550,Super built-up  Area,Ready To Move,Other,1165.0,2.0,65.0,2
8553,Super built-up  Area,Ready To Move,Other,1300.0,2.0,75.0,2
8555,Super built-up  Area,Available Soon,Other,1232.0,2.0,69.61,2
8556,Super built-up  Area,Ready To Move,Other,1704.0,3.0,94.36,3
8557,Built-up  Area,Ready To Move,Other,1275.0,2.0,88.0,3
8563,Super built-up  Area,Ready To Move,Other,3019.0,6.0,190.0,4
8564,Plot  Area,Ready To Move,Other,900.0,3.0,75.0,3
8572,Super built-up  Area,Ready To Move,Other,3000.0,6.0,180.0,7
8573,Plot  Area,Ready To Move,Other,1560.0,3.0,149.0,4
8574,Super built-up  Area,Ready To Move,Other,1650.0,3.0,126.0,3
8575,Super built-up  Area,Ready To Move,Other,1645.0,3.0,87.0,3
8576,Super built-up  Area,Ready To Move,Other,1748.0,3.0,103.0,3
8577,Plot  Area,Available Soon,Other,1200.0,3.0,67.77,3
8580,Super built-up  Area,Available Soon,Other,1610.0,3.0,84.53,3
8581,Super built-up  Area,Ready To Move,Other,1870.0,3.0,180.0,3
8588,Super built-up  Area,Ready To Move,Other,1255.0,2.0,65.0,2
8592,Plot  Area,Ready To Move,Other,1650.0,2.0,140.0,4
8598,Super built-up  Area,Ready To Move,Other,1800.0,3.0,125.0,3
8600,Super built-up  Area,Available Soon,Other,2732.0,4.0,204.0,4
8607,Super built-up  Area,Available Soon,Other,1248.52,3.0,115.0,3
8608,Built-up  Area,Ready To Move,Other,410.0,1.0,10.0,1
8611,Super built-up  Area,Ready To Move,Other,1250.0,2.0,93.0,2
8612,Plot  Area,Ready To Move,Other,4395.0,3.0,240.0,3
8618,Built-up  Area,Ready To Move,Other,1936.0,3.0,139.0,3
8620,Super built-up  Area,Available Soon,Other,1586.0,3.0,125.0,3
8621,Super built-up  Area,Available Soon,Other,1376.0,2.0,124.0,2
8622,Super built-up  Area,Available Soon,Other,1538.0,3.0,107.0,3
8623,Super built-up  Area,Available Soon,Other,1427.0,2.0,130.0,3
8625,Built-up  Area,Ready To Move,Other,1220.0,2.0,65.0,2
8626,Super built-up  Area,Ready To Move,Other,1197.0,2.0,77.0,2
8628,Built-up  Area,Ready To Move,Other,410.0,1.0,15.0,1
8629,Super built-up  Area,Ready To Move,Other,1135.0,2.0,58.0,2
8631,Super built-up  Area,Ready To Move,Other,1200.0,1.0,65.0,1
8632,Plot  Area,Ready To Move,Other,1800.0,3.0,95.0,3
8633,Built-up  Area,Ready To Move,Other,2045.0,3.0,108.0,3
8636,Super built-up  Area,Ready To Move,Other,1600.0,3.0,100.0,3
8639,Built-up  Area,Ready To Move,Other,1460.0,2.0,80.3,2
8641,Super built-up  Area,Ready To Move,Other,1310.0,2.0,88.0,2
8642,Super built-up  Area,Ready To Move,Other,1600.0,3.0,90.0,3
8652,Built-up  Area,Ready To Move,Other,4500.0,4.0,345.0,4
8655,Built-up  Area,Ready To Move,Other,3155.0,4.0,316.0,3
8656,Super built-up  Area,Available Soon,Other,1007.0,2.0,68.0,2
8660,Super built-up  Area,Ready To Move,Other,1441.0,2.0,115.0,2
8662,Super built-up  Area,Ready To Move,Other,1400.0,2.0,105.0,2
8665,Super built-up  Area,Ready To Move,Other,418.0,1.0,17.0,1
8666,Plot  Area,Ready To Move,Other,1200.0,3.0,80.0,3
8671,Super built-up  Area,Ready To Move,Other,2640.0,5.0,150.0,3
8674,Built-up  Area,Available Soon,Other,1011.0,2.0,59.0,2
8675,Super built-up  Area,Ready To Move,Other,1450.0,2.0,102.0,3
8677,Plot  Area,Available Soon,Other,1200.0,3.0,110.0,3
8678,Super built-up  Area,Ready To Move,Other,1933.0,3.0,140.0,3
8679,Built-up  Area,Ready To Move,Other,1082.0,2.0,64.0,2
8680,Plot  Area,Ready To Move,Other,2400.0,8.0,250.0,8
8681,Super built-up  Area,Available Soon,Other,610.0,1.0,28.0,1
8682,Plot  Area,Ready To Move,Other,1560.0,4.0,160.0,4
8683,Super built-up  Area,Ready To Move,Other,1300.0,3.0,77.99,3
8689,Super built-up  Area,Ready To Move,Other,1798.0,3.0,150.0,3
8690,Built-up  Area,Ready To Move,Other,1864.0,3.0,120.0,3
8691,Super built-up  Area,Ready To Move,Other,400.0,1.0,25.0,1
8692,Super built-up  Area,Ready To Move,Other,1200.0,2.0,70.0,2
8694,Built-up  Area,Ready To Move,Other,950.0,2.0,57.0,2
8695,Super built-up  Area,Ready To Move,Other,1200.0,2.0,62.0,2
8697,Built-up  Area,Ready To Move,Other,1750.0,3.0,172.0,3
8698,Super built-up  Area,Ready To Move,Other,1009.0,2.0,56.0,2
8699,Super built-up  Area,Ready To Move,Other,1470.0,2.0,102.0,3
8700,Super built-up  Area,Ready To Move,Other,1527.0,3.0,115.0,3
8703,Super built-up  Area,Available Soon,Other,1100.0,2.0,62.0,2
8704,Super built-up  Area,Ready To Move,Other,1530.0,3.0,87.0,4
8705,Super built-up  Area,Ready To Move,Other,1880.0,4.0,110.0,3
8710,Super built-up  Area,Ready To Move,Other,1250.0,2.0,78.0,2
8712,Super built-up  Area,Available Soon,Other,1244.0,2.0,88.0,2
8717,Super built-up  Area,Available Soon,Other,1470.0,2.0,84.22,3
8719,Super built-up  Area,Ready To Move,Other,1752.12,3.0,125.0,3
8720,Super built-up  Area,Ready To Move,Other,2990.0,3.0,170.0,3
8721,Super built-up  Area,Ready To Move,Other,1660.0,3.0,85.0,3
8723,Plot  Area,Ready To Move,Other,1200.0,2.0,90.0,3
8724,Super built-up  Area,Available Soon,Other,1392.0,3.0,69.46,3
8725,Super built-up  Area,Ready To Move,Other,1162.0,2.0,64.08,2
8727,Built-up  Area,Ready To Move,Other,700.0,1.0,21.5,1
8729,Built-up  Area,Ready To Move,Other,943.0,2.0,48.0,2
8731,Super built-up  Area,Ready To Move,Other,1279.0,2.0,100.0,2
8735,Super built-up  Area,Available Soon,Other,1357.0,2.0,123.0,2
8736,Super built-up  Area,Available Soon,Other,1645.0,3.0,117.0,3
8737,Super built-up  Area,Ready To Move,Other,1777.26,3.0,92.0,3
8740,Super built-up  Area,Available Soon,Other,1210.0,2.0,64.15,2
8744,Super built-up  Area,Available Soon,Other,1108.0,2.0,60.0,3
8746,Super built-up  Area,Ready To Move,Other,1751.0,3.0,115.0,3
8747,Super built-up  Area,Ready To Move,Other,1880.0,3.0,96.5,3
8749,Built-up  Area,Ready To Move,Other,1407.0,2.0,98.49,2
8751,Plot  Area,Ready To Move,Other,3600.0,4.0,300.0,4
8752,Super built-up  Area,Available Soon,Other,1027.0,2.0,67.0,2
8754,Super built-up  Area,Available Soon,Other,1260.0,2.0,113.0,2
8758,Plot  Area,Ready To Move,Other,1600.0,4.0,120.0,3
8759,Built-up  Area,Ready To Move,Other,1500.0,3.0,135.0,3
8760,Plot  Area,Ready To Move,Other,1120.0,2.0,60.0,2
8764,Super built-up  Area,Available Soon,Other,2774.0,4.0,208.0,4
8766,Super built-up  Area,Ready To Move,Other,1080.0,2.0,60.0,3
8769,Super built-up  Area,Available Soon,Other,1232.0,2.0,69.61,2
8771,Super built-up  Area,Ready To Move,Other,740.0,1.0,23.65,1
8772,Super built-up  Area,Available Soon,Other,1920.0,3.0,134.0,3
8773,Super built-up  Area,Ready To Move,Other,1550.0,3.0,96.0,3
8774,Super built-up  Area,Ready To Move,Other,1588.0,2.0,90.0,3
8775,Built-up  Area,Ready To Move,Other,2300.0,4.0,240.0,3
8777,Built-up  Area,Ready To Move,Other,1308.0,2.0,86.0,2
8780,Super built-up  Area,Available Soon,Other,1660.0,3.0,104.0,3
8783,Super built-up  Area,Ready To Move,Other,1184.0,2.0,78.0,2
8785,Plot  Area,Available Soon,Other,935.0,2.0,78.0,2
8788,Built-up  Area,Ready To Move,Other,1000.0,2.0,52.0,2
8789,Super built-up  Area,Ready To Move,Other,1705.0,3.0,85.0,3
8790,Built-up  Area,Ready To Move,Other,1060.0,2.0,58.3,3
8793,Super built-up  Area,Available Soon,Other,1402.0,2.0,95.0,2
8794,Super built-up  Area,Ready To Move,Other,1225.0,2.0,71.05,2
8798,Super built-up  Area,Available Soon,Other,1200.0,2.0,78.0,2
8800,Plot  Area,Available Soon,Other,1200.0,3.0,78.0,2
8802,Built-up  Area,Ready To Move,Other,7000.0,8.0,450.0,4
8809,Built-up  Area,Ready To Move,Other,2700.0,3.0,200.0,3
8811,Super built-up  Area,Ready To Move,Other,3300.0,8.0,310.0,8
8814,Built-up  Area,Ready To Move,Other,1300.0,2.0,95.0,2
8815,Super built-up  Area,Ready To Move,Other,1350.0,2.0,89.5,2
8816,Super built-up  Area,Ready To Move,Other,883.0,2.0,45.0,2
8818,Super built-up  Area,Ready To Move,Other,1060.0,2.0,58.5,2
8819,Super built-up  Area,Ready To Move,Other,1185.0,2.0,75.0,2
8820,Super built-up  Area,Available Soon,Other,2051.0,3.0,180.0,3
8821,Super built-up  Area,Ready To Move,Other,1404.0,2.0,72.0,2
8822,Super built-up  Area,Ready To Move,Other,1252.0,2.0,67.0,2
8823,Super built-up  Area,Available Soon,Other,1885.0,3.0,125.0,3
8824,Built-up  Area,Ready To Move,Other,3381.0,6.0,225.0,6
8827,Built-up  Area,Ready To Move,Other,2312.0,3.0,156.0,3
8829,Built-up  Area,Ready To Move,Other,1175.0,2.0,70.0,2
8831,Built-up  Area,Ready To Move,Other,970.0,2.0,52.5,2
8832,Built-up  Area,Ready To Move,Other,5000.0,4.0,300.0,4
8834,Built-up  Area,Ready To Move,Other,3425.0,3.0,320.0,3
8835,Built-up  Area,Available Soon,Other,2950.0,4.0,253.0,4
8836,Super built-up  Area,Available Soon,Other,1200.0,2.0,66.0,1
8837,Super built-up  Area,Ready To Move,Other,1335.0,2.0,73.43,3
8838,Super built-up  Area,Ready To Move,Other,4450.0,6.0,449.0,4
8839,Super built-up  Area,Ready To Move,Other,1166.0,2.0,64.08,2
8840,Super built-up  Area,Ready To Move,Other,1460.0,2.0,90.0,3
8842,Plot  Area,Ready To Move,Other,1386.0,3.0,93.0,4
8844,Built-up  Area,Ready To Move,Other,1095.0,2.0,85.41,2
8845,Super built-up  Area,Available Soon,Other,416.0,1.0,17.19,1
8847,Built-up  Area,Ready To Move,Other,1350.0,2.0,85.0,3
8848,Built-up  Area,Ready To Move,Other,1453.0,2.0,73.0,3
8849,Super built-up  Area,Ready To Move,Other,1168.0,2.0,68.0,3
8850,Super built-up  Area,Available Soon,Other,1776.0,3.0,124.0,3
8851,Plot  Area,Ready To Move,Other,860.0,2.0,56.0,2
8852,Super built-up  Area,Ready To Move,Other,1650.0,3.0,95.0,3
8855,Plot  Area,Ready To Move,Other,1448.0,4.0,118.0,3
8856,Super built-up  Area,Ready To Move,Other,6652.0,6.0,510.0,4
8857,Super built-up  Area,Ready To Move,Other,976.0,2.0,50.0,2
8859,Super built-up  Area,Available Soon,Other,2940.0,6.0,201.0,4
8860,Built-up  Area,Ready To Move,Other,1633.0,3.0,110.0,3
8865,Super built-up  Area,Ready To Move,Other,2215.0,4.0,162.0,3
8868,Super built-up  Area,Available Soon,Other,2569.0,5.0,180.0,4
8870,Super built-up  Area,Available Soon,Other,1183.0,2.0,79.54,2
8873,Super built-up  Area,Ready To Move,Other,1500.0,2.0,120.0,3
8874,Super built-up  Area,Ready To Move,Other,1291.0,2.0,75.0,2
8875,Plot  Area,Available Soon,Other,1150.0,3.0,80.0,3
8876,Super built-up  Area,Ready To Move,Other,1575.0,2.0,110.0,3
8881,Built-up  Area,Ready To Move,Other,4694.0,5.0,375.0,4
8882,Plot  Area,Ready To Move,Other,1200.0,4.0,75.0,4
8885,Super built-up  Area,Available Soon,Other,1200.0,3.0,74.52,3
8886,Super built-up  Area,Available Soon,Other,1850.0,3.0,110.0,3
8887,Super built-up  Area,Ready To Move,Other,3150.0,4.0,180.0,4
8888,Built-up  Area,Ready To Move,Other,1200.0,1.0,39.82,1
8890,Super built-up  Area,Ready To Move,Other,918.0,2.0,56.0,2
8891,Super built-up  Area,Ready To Move,Other,1330.0,2.0,68.0,3
8893,Super built-up  Area,Ready To Move,Other,1200.0,2.0,80.0,2
8896,Super built-up  Area,Ready To Move,Other,1400.0,2.0,78.0,3
8897,Super built-up  Area,Ready To Move,Other,1345.0,2.0,106.0,2
8898,Super built-up  Area,Ready To Move,Other,1510.0,2.0,80.0,2
8900,Super built-up  Area,Available Soon,Other,827.5,1.0,42.535,1
8901,Super built-up  Area,Ready To Move,Other,1100.0,2.0,72.0,3
8902,Built-up  Area,Ready To Move,Other,1200.0,3.0,68.0,3
8906,Super built-up  Area,Ready To Move,Other,3800.0,6.0,390.0,6
8907,Super built-up  Area,Ready To Move,Other,3300.0,3.0,165.0,3
8912,Plot  Area,Ready To Move,Other,1995.0,3.0,100.0,3
8913,Super built-up  Area,Ready To Move,Other,1309.0,2.0,82.0,2
8914,Super built-up  Area,Ready To Move,Other,2100.0,3.0,200.0,3
8915,Plot  Area,Ready To Move,Other,880.0,1.0,90.0,2
8917,Super built-up  Area,Ready To Move,Other,3520.0,5.0,240.0,3
8918,Super built-up  Area,Ready To Move,Other,1041.0,2.0,54.0,2
8919,Super built-up  Area,Available Soon,Other,1776.0,3.0,150.0,3
8920,Super built-up  Area,Ready To Move,Other,1767.0,3.0,89.0,3
8921,Super built-up  Area,Ready To Move,Other,1293.0,2.0,80.0,2
8923,Built-up  Area,Ready To Move,Other,1280.0,2.0,68.48,2
8926,Plot  Area,Ready To Move,Other,1065.0,3.0,72.0,3
8927,Super built-up  Area,Available Soon,Other,1814.0,3.0,129.0,3
8928,Super built-up  Area,Ready To Move,Other,1610.0,2.0,112.0,3
8929,Built-up  Area,Ready To Move,Other,850.0,1.0,78.0,1
8932,Built-up  Area,Ready To Move,Other,1250.0,2.0,77.13,3
8934,Super built-up  Area,Ready To Move,Other,1475.0,3.0,75.0,3
8935,Carpet  Area,Ready To Move,Other,2100.0,3.0,210.0,4
8937,Built-up  Area,Ready To Move,Other,1270.0,2.0,96.0,2
8940,Super built-up  Area,Ready To Move,Other,1400.0,2.0,90.0,2
8942,Built-up  Area,Ready To Move,Other,1585.0,2.0,90.0,2
8946,Super built-up  Area,Available Soon,Other,1450.0,3.0,79.0,3
8949,Super built-up  Area,Ready To Move,Other,1530.0,2.0,89.0,3
8950,Super built-up  Area,Available Soon,Other,1333.0,2.0,78.56,2
8953,Super built-up  Area,Available Soon,Other,1530.0,3.0,76.34,3
8954,Plot  Area,Ready To Move,Other,1200.0,2.0,65.0,2
8957,Plot  Area,Ready To Move,Other,2400.0,2.0,250.0,4
8958,Plot  Area,Ready To Move,Other,7000.0,6.0,560.0,6
8959,Super built-up  Area,Ready To Move,Other,1450.0,2.0,78.0,3
8961,Built-up  Area,Ready To Move,Other,1080.0,2.0,67.0,2
8962,Built-up  Area,Ready To Move,Other,1220.0,2.0,72.0,2
8964,Super built-up  Area,Ready To Move,Other,1355.0,2.0,73.17,2
8966,Built-up  Area,Ready To Move,Other,1355.0,2.0,95.0,2
8967,Super built-up  Area,Ready To Move,Other,1980.0,4.0,180.0,3
8969,Super built-up  Area,Ready To Move,Other,700.0,1.0,31.2,1
8971,Built-up  Area,Ready To Move,Other,1884.0,3.0,95.0,3
8972,Built-up  Area,Ready To Move,Other,1100.0,2.0,75.0,2
8975,Super built-up  Area,Ready To Move,Other,2145.0,3.0,170.0,3
8976,Super built-up  Area,Ready To Move,Other,1192.0,2.0,75.0,2
8977,Super built-up  Area,Ready To Move,Other,1449.0,3.0,110.0,3
8978,Plot  Area,Ready To Move,Other,2500.0,3.0,250.0,3
8979,Super built-up  Area,Available Soon,Other,1920.0,3.0,150.0,3
8980,Plot  Area,Ready To Move,Other,1350.0,2.0,90.0,2
8981,Plot  Area,Ready To Move,Other,4800.0,5.0,350.0,4
8983,Super built-up  Area,Available Soon,Other,1447.0,3.0,76.0,2
8984,Plot  Area,Ready To Move,Other,1200.0,3.0,110.0,3
8985,Super built-up  Area,Available Soon,Other,1513.0,3.0,103.0,3
8986,Super built-up  Area,Ready To Move,Other,1246.0,2.0,67.5,2
8987,Super built-up  Area,Ready To Move,Other,705.0,1.0,65.0,1
8990,Super built-up  Area,Ready To Move,Other,1400.0,3.0,75.0,3
8991,Super built-up  Area,Ready To Move,Other,1245.0,2.0,80.0,2
8995,Built-up  Area,Ready To Move,Other,1250.0,2.0,75.0,2
9001,Super built-up  Area,Ready To Move,Other,1590.0,2.0,135.0,3
9004,Super built-up  Area,Ready To Move,Other,1750.0,3.0,105.0,3
9005,Plot  Area,Available Soon,Other,1200.0,2.0,66.0,3
9006,Super built-up  Area,Ready To Move,Other,1500.0,2.0,140.0,2
9007,Super built-up  Area,Ready To Move,Other,1560.0,3.0,90.0,3
9011,Plot  Area,Available Soon,Other,3150.0,5.0,212.0,4
9012,Super built-up  Area,Ready To Move,Other,1960.0,3.0,165.0,3
9013,Super built-up  Area,Ready To Move,Other,3200.0,5.0,309.0,4
9014,Super built-up  Area,Ready To Move,Other,1195.0,2.0,100.0,2
9017,Super built-up  Area,Available Soon,Other,648.0,1.0,40.0,1
9020,Super built-up  Area,Ready To Move,Other,650.0,1.0,18.0,1
9022,Super built-up  Area,Ready To Move,Other,1100.0,2.0,90.0,2
9023,Built-up  Area,Ready To Move,Other,1075.0,2.0,57.0,3
9024,Super built-up  Area,Ready To Move,Other,1100.0,2.0,63.0,2
9027,Super built-up  Area,Ready To Move,Other,1246.0,2.0,67.5,2
9028,Super built-up  Area,Available Soon,Other,1718.0,3.0,90.2,3
9030,Super built-up  Area,Available Soon,Other,1480.0,3.0,75.48,3
9031,Super built-up  Area,Ready To Move,Other,500.0,1.0,13.0,1
9032,Plot  Area,Available Soon,Other,1200.0,4.0,125.0,4
9034,Super built-up  Area,Ready To Move,Other,1685.0,3.0,90.0,3
9035,Super built-up  Area,Ready To Move,Other,1180.0,2.0,65.0,2
9040,Super built-up  Area,Ready To Move,Other,1610.0,2.0,115.0,3
9042,Super built-up  Area,Ready To Move,Other,975.0,2.0,55.0,2
9047,Built-up  Area,Ready To Move,Other,1115.0,2.0,115.0,2
9048,Super built-up  Area,Ready To Move,Other,1197.0,2.0,76.0,2
9049,Super built-up  Area,Available Soon,Other,644.0,1.0,32.0,1
9056,Super built-up  Area,Ready To Move,Other,1560.0,3.0,78.0,3
9057,Super built-up  Area,Ready To Move,Other,750.0,1.0,47.0,1
9058,Built-up  Area,Ready To Move,Other,1035.0,2.0,90.0,2
9060,Super built-up  Area,Ready To Move,Other,1145.0,2.0,68.5,2
9064,Super built-up  Area,Ready To Move,Other,1885.0,3.0,135.0,3
9066,Super built-up  Area,Available Soon,Other,1171.0,2.0,73.0,2
9068,Super built-up  Area,Ready To Move,Other,1820.0,3.0,95.0,3
9070,Super built-up  Area,Ready To Move,Other,1445.0,2.0,89.56,3
9074,Built-up  Area,Ready To Move,Other,2600.0,3.0,160.0,3
9077,Super built-up  Area,Ready To Move,Other,1473.0,2.0,85.0,2
9078,Super built-up  Area,Ready To Move,Other,1350.0,3.0,80.99,3
9079,Super built-up  Area,Available Soon,Other,1980.0,4.0,166.0,3
9080,Super built-up  Area,Available Soon,Other,1660.0,3.0,128.0,3
9082,Super built-up  Area,Ready To Move,Other,650.0,2.0,45.0,2
9083,Plot  Area,Ready To Move,Other,4000.0,5.0,425.0,5
9084,Super built-up  Area,Ready To Move,Other,1495.0,3.0,90.0,3
9089,Plot  Area,Ready To Move,Other,1200.0,2.0,75.0,4
9093,Super built-up  Area,Ready To Move,Other,1200.0,2.0,70.0,2
9094,Built-up  Area,Ready To Move,Other,1650.0,3.0,100.0,3
9096,Built-up  Area,Ready To Move,Other,1000.0,2.0,60.0,2
9101,Super built-up  Area,Ready To Move,Other,1635.0,3.0,85.0,3
9102,Built-up  Area,Ready To Move,Other,1120.0,2.0,70.0,2
9103,Plot  Area,Ready To Move,Other,2750.0,6.0,200.0,6
9104,Super built-up  Area,Ready To Move,Other,1760.0,3.0,185.0,3
9105,Super built-up  Area,Ready To Move,Other,2137.0,3.0,110.0,3
9106,Super built-up  Area,Ready To Move,Other,973.0,2.0,50.74,2
9107,Super built-up  Area,Available Soon,Other,1724.0,3.0,146.0,3
9109,Super built-up  Area,Ready To Move,Other,883.0,2.0,49.0,2
9110,Super built-up  Area,Ready To Move,Other,2787.0,5.0,220.0,4
9113,Built-up  Area,Ready To Move,Other,1275.0,2.0,76.0,2
9114,Super built-up  Area,Ready To Move,Other,1787.0,3.0,120.0,3
9116,Super built-up  Area,Available Soon,Other,1692.0,3.0,108.0,3
9119,Built-up  Area,Available Soon,Other,793.0,1.0,40.0,1
9120,Super built-up  Area,Ready To Move,Other,675.0,1.0,35.0,1
9130,Super built-up  Area,Available Soon,Other,1482.0,2.0,83.73,3
9131,Super built-up  Area,Ready To Move,Other,1630.0,2.0,130.0,3
9133,Super built-up  Area,Ready To Move,Other,1355.0,2.0,75.0,3
9136,Plot  Area,Ready To Move,Other,1344.0,4.0,84.0,4
9137,Super built-up  Area,Ready To Move,Other,812.0,2.0,42.0,2
9138,Built-up  Area,Available Soon,Other,1200.0,2.0,70.0,2
9140,Super built-up  Area,Ready To Move,Other,1360.0,2.0,101.0,2
9142,Built-up  Area,Ready To Move,Other,1756.0,3.0,110.0,3
9144,Super built-up  Area,Ready To Move,Other,1300.0,2.0,75.0,2
9147,Super built-up  Area,Ready To Move,Other,1310.0,2.0,67.0,2
9149,Super built-up  Area,Ready To Move,Other,1745.0,3.0,140.0,3
9153,Super built-up  Area,Available Soon,Other,2035.0,3.0,142.0,3
9154,Super built-up  Area,Ready To Move,Other,633.0,1.0,17.09,1
9155,Built-up  Area,Ready To Move,Other,485.0,1.0,19.5,1
9157,Plot  Area,Ready To Move,Other,1200.0,2.0,82.0,2
9158,Super built-up  Area,Ready To Move,Other,1419.0,3.0,85.0,3
9160,Super built-up  Area,Ready To Move,Other,1047.0,2.0,91.0,2
